Company name;Sector;Country headquarters;Country of alleged abuses;Day;Month;Year;Summary;Issue;Responded;Link to company response;Link to company page
AES;Energy;USA;Argentina;11;Dec;2013;"Study analyses 5 electricity firms' sustainable electricity provision in global South & impacts on communities, workers & local economy; company responses & non-responses provided";Environment: General | Health: General (including workplace health & safety) | Labour: General | Corruption | Tax avoidance;No;https://www.business-humanrights.org/en/aes-did-not-respond-to-study-analyses-5-electricity-firms-sustainable-electricity-provision-in-global-south-impacts-on-communities-workers-local-economy;https://www.business-humanrights.org/en/aes
AES;Energy;USA;Panama;16;Apr;2009;"Panama: NGO says dam being built by AES displaces Ngöbe villagers ""using unscrupulous methods""";Displacement | Indigenous peoples;Yes;https://www.business-humanrights.org/en/response-of-aes-to-cultural-survival-statement-“crisis-in-panama”;https://www.business-humanrights.org/en/aes
AES;Energy;USA;Panama;06;Feb;2008;Helping the Ngobe Keep Their Land [Panama];Displacement | Indigenous peoples | Access to information;No;https://www.business-humanrights.org/en/aes-did-not-respond-to-cultural-survival-says-aes-dams-will-harm-ngobe-people-unscrupulous-techniques-used-to-move-them;https://www.business-humanrights.org/en/aes
Affymetrix;Biotechnology;USA;;29;Jan;2014;Know the Chain – See which companies do and do not have statements under the California Transparency in Supply Chains Act (2014);;Yes;https://www.business-humanrights.org/en/response-by-affymetrix-efforts-to-encourage-companies-to-adopt-a-sb-657-statement-disclosing-the-efforts-they-are-making-to-eradicate-human-trafficking-and-slavery-from-their;https://www.business-humanrights.org/en/affymetrix
Afikim;Transport: General | Bus;Israel & Occupied Palestinian Territories;Israel & Occupied Palestinian Territories;03;Feb;2015;Palestine: Bus companies Egged Cooperative & Afikim accused of complicity in Israeli occupation;Racial/ethnic/caste/origin discrimination;No;https://www.business-humanrights.org/en/afikim-did-not-respond;https://www.business-humanrights.org/en/afikim
Afikim;Transport: General | Bus;Israel & Occupied Palestinian Territories;Israel & Occupied Palestinian Territories;03;Feb;2015;"فلسطين: اتهام شركات الحافلات ""ايجيد"" و""افيكيم"" بالتواطؤ مع الاحتلال الإسرائيلي";Racial/ethnic/caste/origin discrimination;No;https://www.business-humanrights.org/ar/امتنعت-شركة-افيكيم-عن-الرد;https://www.business-humanrights.org/en/afikim
Africa Israel;Construction | Property development | Property management;Israel & Occupied Palestinian Territories;Israel & Occupied Palestinian Territories;11;Sep;2013;Norwegian Govt. decision to revoke exclusion of Africa Israel from pension fund (Aug 2013);Divestment;Yes;https://www.business-humanrights.org/en/response-by-africa-israel-norwegian-govt-revokes-exclusion-of-africa-israel-from-pension-fund-following-information-that-the-firm-is-no-longer-involved-in-construction-of;https://www.business-humanrights.org/en/africa-israel
Africa Israel;Construction | Property development | Property management;Israel & Occupied Palestinian Territories;Israel & Occupied Palestinian Territories;11;Jul;2012;Latest news on conflict & peace;Security issues & conflict zones: General | Land rights;No;https://www.business-humanrights.org/en/africa-israel-did-not-respond-to-photos-allegedly-show-involvement-of-africa-israel-subsidiary-in-construction-of-illegal-settlements-in-occupied-territories-despite-earlier;https://www.business-humanrights.org/en/africa-israel
African Minerals;Mining;United Kingdom;Sierra Leone;26;Feb;2014;Sierra Leone Govt. & African Minerals allegedly involved in forced relocation Tonkolili residents & abuses of workers' rights, Human Rights Watch report;Displacement | Poverty/Development/Economic & social rights: General | Labour: General | Security issues & conflict zones: General | Access to water | Right to food;Yes;https://www.business-humanrights.org/en/emailed-statement-from-african-minerals-in-response-to-human-rights-watch-report;https://www.business-humanrights.org/en/african-minerals
African Minerals;Mining;United Kingdom;Sierra Leone;21;May;2012;Sierra Leone: Civil society demands government action after police kill one person during protest by African Minerals' workers;Beatings & violence | Killings | Security issues & conflict zones: General | Protests;Yes;https://www.business-humanrights.org/en/african-minerals-response-to-press-release-calling-for-government-action-after-a-person-is-killed-during-protest-by-its-workers;https://www.business-humanrights.org/en/african-minerals
African Minerals;Mining;United Kingdom;Sierra Leone;09;May;2012;;;No;https://www.business-humanrights.org/en/african-minerals-did-not-respond-to-one-person-shot-dead-six-injured-during-protest-at-african-minerals-over-working-conditions;https://www.business-humanrights.org/en/african-minerals
Afrimex;Metals & steel;United Kingdom;Congo - Democratic Republic of;06;Jul;2005;;;No;https://www.business-humanrights.org/en/afrimex-did-not-respond-to-channel-4-report-says-tin-ore-miners-supplying-afrimex-work-in-appalling-conditions-sometimes-at-gunpoint;https://www.business-humanrights.org/en/afrimex
AGIP (part of Eni);Oil, gas & coal;Italy;Kazakhstan;13;Jun;2012;Kazakhstan: Agip KCO (part of Eni) uses drinking water for its operations, dumps contaminated water in Atyrau sewage system, says local journalist;Environment: General | Health: General (including workplace health & safety) | Access to water;Yes;https://www.business-humanrights.org/en/response-by-agip-part-of-eni-agip-part-of-eni-accused-of-using-drinking-water-for-its-operations-dumping-contaminated-water-in-atyrau-sewage-system;https://www.business-humanrights.org/en/agip-part-of-eni
Agnitio;Advertising & marketing;Spain;United Kingdom;18;Dec;2011;"WikiLeaks revela documentos sobre empresas de seguridad que habrían espiado a ""individuos o poblaciones enteras"", y en algunos casos vendido la información a dictaduras - entre las empresas están Agnitio y Amesyssold";Denial of freedom of expression | Security issues & conflict zones: General;Yes;https://www.business-humanrights.org/es/respuesta-de-agnitio-a-reporte-sobre-su-supuesto-rol-en-operaciones-de-espionaje;https://www.business-humanrights.org/en/agnitio
Agri Labour Australia;Recruitment agencies;Australia;Australia;17;Jul;2018;"Australia: Labour hire company Agri Labour Australia faces allegations of underpaying workers; dangerous working conditions";Forced labour & modern slavery;Yes;https://www.business-humanrights.org/en/agri-labour-australias-response;https://www.business-humanrights.org/en/agri-labour-australia
Agrium;Agriculture & livestock | Fertiliser;Canada;Morocco / Western Sahara;15;Sep;2014;Report provides overview of companies purchasing phosphate from disputed Western Sahara territory, allegedly without benefits to locals;Poverty/Development/Economic & social rights: General | Security issues & conflict zones: General;Yes;https://www.business-humanrights.org/en/agrium-canada-response;https://www.business-humanrights.org/en/agrium
Agro EcoEnergy;Sugar;Tanzania;Tanzania;08;Jun;2016;Africa: European Union MPs say G8 initiative on food security disadvantages small-scale farmers;Displacement | Poverty/Development/Economic & social rights: General | Land rights;Yes;https://www.business-humanrights.org/en/energys-earlier-response-to-allegations-of-land-grabbing-in-tanzania;https://www.business-humanrights.org/en/agro-ecoenergy
Agro Santa Barbara ;Agriculture & livestock;Brazil;Brazil;14;Apr;2018;Agro Santa Barbara re: alleged attack on community & its leaders at Helenira Rasende campsite;Injuries;No;https://www.business-humanrights.org/en/agro-santa-barbara-re-alleged-gas-attack-on-community-its-leaders-at-helenira-rasende-campsite-0;https://www.business-humanrights.org/en/agro-santa-barbara
Agrogeba;Agriculture & livestock;Spain;;15;Jan;2014;Informe de Intermón Oxfam da claves para que las empresas españolas en América Latina y otras regiones del mundo respeten las normas sobre empresas y derechos humanos;;No;https://www.business-humanrights.org/en/agrogeba-did-not-respond-to-intermón-oxfam-report-provides-key-points-for-spanish-companies-operating-abroad-to-respect-human-rights-norms-alleges-specifc-human-rights-abuses;https://www.business-humanrights.org/en/agrogeba
Agrogeba;Agriculture & livestock;Spain;;15;Jan;2014;Informe de Intermón Oxfam da claves para que las empresas españolas en América Latina y otras regiones del mundo respeten las normas sobre empresas y derechos humanos;;No;https://www.business-humanrights.org/en/agrogeba-did-not-respond-to-intermón-oxfam-report-provides-key-points-for-spanish-companies-operating-abroad-to-respect-human-rights-norms-alleges-specifichuman-rights-abuses;https://www.business-humanrights.org/en/agrogeba
Aguas Claras (parte de AquaChile);Fishing;Chile;Chile;20;Feb;2008;Chile: Conflicto entre salmonera Aguas Claras y trabajadores por condiciones laborales continúa;Beatings & violence | Labour: General | Protests;Yes;https://www.business-humanrights.org/en/response-by-aguas-claras-parte-de-aquachile-conflict-between-aguas-claras-and-its-workers-over-labour-conditions;https://www.business-humanrights.org/en/aguas-claras-parte-de-aquachile
Agumil;Palm trees & oil;Philippines;Indonesia;11;Dec;2013;"Forest Peoples Programme, Sawit Watch & TUK Indonesia report: ""Conflict or consent? The oil palm sector at crossroads""";Environment: General | Free, prior & informed consent | Land rights;No;https://www.business-humanrights.org/en/agumil-did-not-respond-to-further-to-our-27-nov-update-agumilppvomi-agusan-plantations-herakles-farmsherakles-capital-musim-mas-siva-group-wilmar-intl-did-not-respond-to-a-report;https://www.business-humanrights.org/en/agumil
Agusan Plantations;Palm trees & oil;Philippines;Indonesia;11;Dec;2013;"Forest Peoples Programme, Sawit Watch & TUK Indonesia report: ""Conflict or consent? The oil palm sector at crossroads""";Free, prior & informed consent | Land rights;No;https://www.business-humanrights.org/en/agusan-plantations-did-not-respond-to-further-to-our-27-nov-update-agumilppvomi-agusan-plantations-herakles-farmsherakles-capital-musim-mas-siva-group-wilmar-intl-did-not-respond;https://www.business-humanrights.org/en/agusan-plantations
Ahava;Cosmetics;Israel & Occupied Palestinian Territories;Israel & Occupied Palestinian Territories;09;Mar;2014;"FIDH Briefing Paper on business & human rights ""Enhancing Standards and Ensuring Redress"" (2014) ";Land rights;Yes;https://www.business-humanrights.org/en/response-by-ahava-fidh-report-on-redress-for-corporate-human-rights-abuses;https://www.business-humanrights.org/en/ahava
Ahava;Cosmetics;Israel & Occupied Palestinian Territories;Israel & Occupied Palestinian Territories;03;Oct;2012;Cosmetic companies accused of involvement in unlawful exploitation of natural resources in the Occupied Palestinian Territories;"Environment: General | Security issues & conflict zones: General | Procurement | Supply chain/""Fair trade""";No;https://www.business-humanrights.org/en/ahava-did-not-respond-to-israeli-cosmetic-firms-accused-of-unlawful-exploitation-of-natural-resources-thereby-breaching-intl-humanitarian-law;https://www.business-humanrights.org/en/ahava
Ahava;Cosmetics;Israel & Occupied Palestinian Territories;Israel & Occupied Palestinian Territories;06;Jan;2010;;;No;https://www.business-humanrights.org/en/ahava-did-not-respond-to-ngo-says-cosmetics-firm ahava profits-from-israeli-occupation-as-its-main-shareholders-are-settlements-it-sources-products-from-occupied-areas;https://www.business-humanrights.org/en/ahava
Ahli United Bank;Finance & banking;Bahrain;Egypt;13;Jun;2017;Egypt: The responsibility of banks for asset freeze orders against human rights defenders;Denial of freedom of expression;Yes;https://www.business-humanrights.org/ar/ترجمة-غير-رسمية-لرد-البنك-الأهلي-المتحد-مصر-بخصوص-تجميد-أموال-المحامية-عزة-سليمان-وشركة-محامون-من-أجل-العدل-والسلام;https://www.business-humanrights.org/en/ahli-united-bank
Ahli United Bank;Finance & banking;Bahrain;Egypt;13;Jun;2017;Egypt: The responsibility of banks for asset freeze orders against human rights defenders;Denial of freedom of expression;Yes;https://www.business-humanrights.org/ar/ترجمة-غير-رسمية-للرد-الثاني-للبنك-الأهلي-المتحد-مصر-بخصوص-تجميد-أموال-المحامية-عزة-سليمان-وشركة-محامون-من-أجل-العدل-والسلام;https://www.business-humanrights.org/en/ahli-united-bank
